0, 0, 76.8536376953125
0, 100, 0.811415433883667
0, 200, 0.31199178099632263
0, 300, 0.2365100383758545
0, 400, 0.14922776818275452
0, 500, 0.13851892948150635
0, 600, 0.18201716244220734
0, 700, 0.15403732657432556
0, 800, 0.15733224153518677
0, 900, 0.3472626209259033
1, 0, 0.1325272023677826
1, 100, 0.31632179021835327
1, 200, 0.42234620451927185
1, 300, 0.1568547636270523
1, 400, 0.15296109020709991
1, 500, 0.12998712062835693
1, 600, 0.1272861659526825
1, 700, 0.12817078828811646
1, 800, 0.12757115066051483
1, 900, 0.1281467080116272
2, 0, 0.1278999000787735
2, 100, 0.1282581388950348
2, 200, 0.1282336413860321
2, 300, 0.13238859176635742
2, 400, 0.2318762242794037
2, 500, 0.13043145835399628
2, 600, 0.1561240255832672
2, 700, 0.2449958771467209
2, 800, 0.13666269183158875
2, 900, 0.12819600105285645
3, 0, 0.12795469164848328
3, 100, 0.12761372327804565
3, 200, 0.12819164991378784
3, 300, 0.1272902637720108
3, 400, 0.12757569551467896
3, 500, 0.12794949114322662
3, 600, 0.2916429042816162
3, 700, 0.24507592618465424
3, 800, 0.12752646207809448
3, 900, 0.12779821455478668
